x3,y3
30.94814811,45.72811347
31.23712603,45.85270018
31.53303942,46.31271264
31.86363016,46.4948009
32.1641672,46.84939384
32.45545694,46.70563994
32.75137033,46.78230869
33.0842729,47.00273132
33.32932617,46.97398055
33.61830409,47.02189851
33.93040025,47.13690162
34.24018458,47.1656524
34.53378614,47.39565863
34.84125865,47.4435766
35.13717204,47.61608127
35.50012831,47.69275001
35.80297717,48.05692654
36.16130979,48.00900858
36.49421235,47.97067421
36.84792132,48.16234606
37.20394212,48.35401792
37.54146833,48.44985385
37.86049995,48.55527337
38.18415523,48.6511093
38.49162773,48.85236475
38.8245303,49.11112176
39.13662645,49.16862332
39.47415266,49.36987877
39.79318428,49.52321625
40.0914095,49.68613733
40.33183912,50.05031386
40.63237616,50.19406776
40.91904226,50.57741147
41.23576206,50.57741147
41.52936362,50.58699506
41.85764254,50.69241459
42.20672787,50.73074896
42.5165122,50.88408644
42.81242559,50.98950597
43.17075821,51.09492549
43.50366077,51.2195122
43.81575693,51.41118405
44.10704667,51.58368872
44.41451918,51.6220231
44.75435721,51.76577699
45.00865778,52.00536681
45.30688299,52.14912071
45.63978556,52.16828789
45.88021518,51.81369495
46.18537587,51.54535435
46.45817102,51.60285591
46.82575094,51.7561934
46.70553612,51.57410513
47.12397615,51.14284345
47.49155607,51.83286214
47.8013404,52.4270449
48.07413555,52.75288706
48.36080165,53.5099909
48.66133868,53.92208539
49.10058512,53.7687479
49.40574581,53.44290575
49.42192857,53.3758206
49.39881034,53.3758206
49.38725122,53.26081748
49.38725122,53.22248311
49.39881034,53.22248311
49.39881034,53.27040107
49.41961675,53.14581437
49.43348769,53.17456514
49.71784196,52.66663472
49.96058341,52.35037616
50.13397016,52.58038239
50.34896974,52.60913316
50.52466831,52.85830658
50.67493683,52.95414251
50.8506354,53.07872922
50.96391475,53.04997844
50.99165663,52.92539173
51.01477486,52.91580814
51.17429067,53.10747999
51.38004295,53.48124012
51.60428982,53.54832527
51.85859039,53.73999712
52.04584808,53.75916431
52.30246047,53.95083617
52.64229851,53.97958695
52.9682656,54.34376348
53.13702871,54.60252048
53.27111446,54.41084863
53.61557614,54.30542911
53.80052201,54.34376348
53.84444665,54.36293066
53.89299494,54.32459629
54.2050911,54.39168144
54.54955278,54.43959941
54.88014352,54.76544156
55.28240078,55.21587043
55.64766887,55.73338445
55.97363597,55.77171882
56.23718383,56.40423595
56.51691446,56.81633044
56.87524708,57.64051943
57.16884864,57.18050697
57.40696645,56.94091715
57.52255762,57.12300541
57.83003012,57.36259524
58.06583611,57.79385692
58.38024408,58.34012171
58.71083482,58.41679045
58.99287727,58.0813647
59.29803796,58.05261392
59.62631687,58.215535
59.96384308,58.59887872
60.28749835,58.69471465
60.59728268,58.26345297
60.88394878,58.24428578
61.10588382,58.43595764
61.39023809,58.83846854
61.64453866,59.40390052
62.00287128,59.72015909
62.3704512,60.34309263
62.70335376,60.33350903
63.07786915,59.92141454
63.41539536,59.98849969
63.69743781,60.46767933
63.9147492,60.1130864
63.94711473,59.95016532
63.93786744,59.72015909
63.94942655,59.73932627
64.11356601,59.74890987
64.36093111,60.39101059
64.63141444,61.30145191
64.95969336,61.76146437
65.30184322,61.77104797
65.44517626,62.14480809
65.76189607,62.91149552
66.1317878,63.26608846
66.46006672,63.62068139
66.9131841,63.44817672
67.14205461,62.61440414
67.48189264,61.72313
67.74081686,61.5889597
67.91651543,61.70396282
68.11302042,62.17355887
68.39506287,62.0010542
68.79732013,61.4547894
69.13715817,60.88935742
69.38914691,60.44851215
69.57178096,60.63060041
69.79833965,61.47395659
70.12199492,61.9914706
70.3971019,62.45148306
70.75774634,63.05524941
71.11607896,63.23733768
71.43742241,63.0744166
71.71715304,62.88274474
72.03156101,62.51856821
72.3367217,62.59523695
72.54940944,62.83482678
72.9008066,63.05524941
73.24295645,63.4769275
73.44177326,63.54401265
73.71688024,63.44817672
73.90644976,63.77401888
74.20005132,64.39695242
74.55607212,64.54070631
74.90978109,64.25319852
75.1085979,64.46403757
75.38370488,64.03277589
75.66343551,64.65570943
76.05644548,65.44156404
76.13504747,65.33614452
76.51187468,65.6332359
76.84477724,65.26905937
77.23316357,65.86324213
77.53832425,65.80574057
77.94058152,65.67157027
78.31740872,65.51823279
78.52084918,65.67157027
78.79364434,65.91116009
79.14966513,65.88240932
79.4825677,65.87282572
79.76461015,66.41909052
80.18767382,65.86324213
80.62923208,65.48948201
81.01299476,66.04533039
81.29041356,66.78326705
81.59326242,66.79285064
81.86605758,67.01327328
82.07874533,67.30078106
82.23132567,67.73204274
82.43476612,67.93329819
82.97110914,67.77996071
83.22772154,68.23997317
83.44965658,68.64248407
83.67852709,68.98749341
83.88196755,69.37083713
84.36513863,69.71584647
84.96390088,69.28458479
85.10954575,70.05127222
85.30836256,70.85629402
85.4308892,71.33547367
85.4216419,71.35464085
85.3915882,71.44089319
85.44244831,71.47922756
85.55803948,72.01590876
85.79153364,72.15007906
85.99266227,72.88801572
86.1336835,73.76970626
86.07588791,73.99971249
85.94873763,73.93262734
85.93949034,73.87512578
85.94642581,73.91346016
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.97647951,73.8559586
85.9857268,73.79845704
86.1336835,74.02846327
86.25621014,73.56845081
86.37411313,73.07968757
86.69083293,73.01260242
87.13932666,72.79217979
87.21561683,71.71881738
86.35099489,70.59753702
86.54518806,69.98418707
86.90814432,70.4825339
87.27803606,70.38669797
86.87346697,73.10843835
86.70470387,73.7217883
86.67002652,73.78887345
86.71395116,73.42469692
86.79948862,73.57803441
86.80873592,73.47261488
86.83416598,73.21385788
