x1 (long),y1 (lat),x2,y2,x3,y3,x4,y4
3.857508455,6.912645551,84.3027194,81.02448608,4.140244452,14.57185299,80.72401684,67.14744358
3.857508455,6.912645551,84.18712823,81.21615794,4.107878925,15.6356318,80.41192069,67.10910921
4.05493817,6.897311802,83.84035473,82.0786813,4.068577928,16.63232546,79.83396485,66.67784753
4.056325264,6.857060712,83.88659119,82.46202501,4.068577928,17.66735349,79.45482582,66.4478413
4.04892743,6.823518137,83.86347296,83.03704059,4.121749865,18.70238152,78.97627838,66.37117255
3.997373769,6.958646797,84.02530059,84.0912358,4.121749865,19.90033063,78.43299989,65.70990464
3.989513569,6.948104845,84.16401,85.7204466,4.174921803,20.93535867,77.8203667,65.51823279
4.021647914,6.912645551,84.25648293,86.87047774,4.22809374,21.81704921,77.52907696,65.48948201
3.989744752,6.892520006,84.3027194,87.25382146,4.239652857,22.94791317,77.00660488,66.25616944
3.99945441,6.829268293,84.3027194,87.63716517,4.211910976,23.86793809,76.91182012,66.02616321
3.996449039,6.817767981,84.3027194,87.63716517,4.209599153,23.94460683,76.95112112,65.88240932
3.954836219,6.673055729,84.46454703,88.78719632,4.24890015,23.81043653,76.69682055,65.64281949
3.955529766,6.7113901,84.4414288,89.07470411,4.253523797,23.88710528,76.21596129,65.47031482
3.926169609,6.683597681,84.4414288,89.26637596,4.22809374,23.96377402,75.72123109,65.07738751
3.908830934,6.721932052,84.4414288,89.26637596,4.339061261,24.05960995,75.1871999,65.06780392
3.883632059,6.741099238,84.4414288,89.26637596,4.681211118,24.16502947,74.76413622,65.10613829
3.848492344,6.746849394,84.41831057,89.26637596,4.739006702,24.92213331,74.3063952,64.83779769
3.83022894,6.689347837,84.39519233,89.26637596,4.780619522,25.82299104,73.82784776,64.72279458
3.750239852,6.582969955,84.3720741,89.26637596,4.757501289,26.86760266,73.78161129,64.83779769
3.76989035,6.713306819,84.39519233,90.32057118,4.727447585,27.86429632,73.79317041,64.86654847
3.850110621,6.692222914,84.4414288,90.51224304,4.824544166,28.44889549,73.55505261,64.80904691
3.860513826,6.837893526,84.41831057,90.7039149,4.771372229,29.7905985,73.24064463,64.32986727
3.921083598,6.966313671,84.32583763,92.14145383,4.697393882,31.1323015,72.73435531,64.32028367
3.971481347,6.952896641,84.53390173,93.38732091,4.630351004,32.44525373,72.35983993,63.54401265
3.989282387,6.979730701,84.74196584,93.77066462,4.597985477,33.36527864,71.86973338,62.83482678
3.928019068,6.999856246,84.74196584,94.15400834,4.584114537,34.52489338,71.3865623,63.26608846
3.957841589,7.041065696,84.83443877,95.20820356,4.602609124,35.46408549,70.92650945,62.71024007
3.909293299,6.874311179,84.9269117,96.26239877,4.556372657,36.43202837,70.45258566,62.65273851
3.846874068,6.814892903,85.08873934,96.93325028,4.549437187,37.05496191,70.07807027,63.17983612
3.834621404,6.741099238,85.20433051,98.17911735,4.535566246,37.90790167,69.64807113,61.79021515
3.883169695,6.794767358,85.06562111,99.13747664,4.487017956,38.66500551,69.21344834,61.10019646
3.852191262,6.768891658,85.29680344,99.80832814,4.505512543,39.70003354,68.8435566,61.13853084
3.852191262,6.768891658,85.52798578,99.80832814,4.676587471,40.31338349,68.39275105,61.08102928
3.823524652,6.614595812,85.64357695,99.90416407,4.930888041,40.6967272,67.96506373,60.1130864
3.846642886,6.606928938,85.80540458,100,5.152823083,40.6967272,67.47958082,60.03641765
3.846642886,6.606928938,86.12905985,99.90416407,5.464919236,40.95548421,67.11662455,61.30145191
3.846642886,6.606928938,86.38336042,99.80832814,5.737714393,41.26215918,66.88544222,60.87019023
3.846642886,6.606928938,86.73013392,99.42498443,6.024380489,41.54008338,66.46700219,61.25353395
4.024884467,6.878144616,87.03067096,99.23331257,6.39658405,41.61675212,65.96533652,60.9181082
4.011244709,6.808184388,87.331208,99.3291485,6.736422083,41.59758493,65.50528367,61.06186209
4.011244709,6.808184388,87.65486327,98.84996885,7.00921724,41.70300446,65.10996188,61.02352772
4.011244709,6.808184388,88.024755,98.56246107,7.316689746,41.79884039,64.61985533,60.53476448
4.011244709,6.808184388,88.32529204,98.56246107,7.612603136,41.9138435,64.17598524,60.76477071
4.011244709,6.808184388,88.64894731,98.27495328,7.917763819,41.97134506,63.75754521,59.92141454
3.922008327,6.702764867,88.92636611,97.69993771,8.209053563,42.09593176,63.26281501,59.33681537
3.894728812,6.655805261,89.20378492,97.41242992,8.546579773,42.14384973,62.82819222,59.34639897
3.93911582,6.618429249,89.55055842,97.12492213,8.830934046,42.17260051,62.34039749,59.13555992
3.924320151,6.649096746,89.92045016,96.74157842,9.161524786,42.23968566,61.9057747,58.79055058
3.950674937,6.835976808,90.2903419,96.26239877,9.443567236,42.32593799,61.39254992,58.67554746
3.914148128,6.769850017,90.54464246,95.78321913,9.757975213,42.39302314,60.91169066,58.23470219
3.914148128,6.769850017,90.82206127,95.78321913,10.06775954,42.54636063,60.44007869,58.31137093
3.814739723,6.691264555,90.9838889,95.78321913,10.30818917,42.60386219,59.96384308,57.89927644
3.764341974,6.63088792,91.42313534,95.97489099,10.5879198,42.77636686,59.42750006,57.91844362
3.764341974,6.63088792,91.67743591,95.87905506,10.93006966,42.91053716,58.93045804,57.28592649
3.764341974,6.63088792,91.93173648,95.59154727,11.24216581,42.9967895,58.39873867,56.89299919
3.813583812,6.807226029,92.30162822,94.92069577,11.51264914,43.19804495,57.94099764,56.73007811
3.849417074,6.834060089,92.69463819,94.63318798,11.79006794,43.2555465,57.70519166,56.4713211
3.820750464,6.706598304,92.97205699,94.05817241,12.09985227,43.2651301,57.7190626,56.53840625
3.808728983,6.85993579,93.31883049,93.77066462,12.36571196,43.29388088,57.25438611,56.35631798
3.84710525,6.919354066,93.665604,93.77066462,12.48361495,43.3897168,56.64637656,56.50007188
3.881551418,6.916478988,94.0123775,93.48315684,12.49286225,43.35138243,56.15627001,56.61507499
3.894728812,6.879102976,94.35915101,93.38732091,12.51135683,43.2555465,55.66385164,55.91547271
3.871148213,6.787100484,94.61345158,93.09981312,12.5182923,43.23637932,55.19686332,55.57046337
3.804336518,6.63088792,95.14517095,92.81230533,12.57146424,43.32263165,54.78304694,55.36920792
3.852884809,6.692222914,95.46882622,92.62063348,12.57146424,43.32263165,54.4131552,54.93794624
3.923857786,6.759308065,95.79248149,92.33312569,12.57146424,43.32263165,54.44552073,54.86127749
4.021879096,6.866644305,96.13925499,91.85394604,12.57146424,43.32263165,54.04095164,54.77502516
4.052626347,6.88676985,96.5553832,91.75811012,12.58071153,43.15012698,53.59245791,54.69835641
4.013787715,6.902103599,96.832802,91.47060233,12.71710911,43.27471369,53.31735093,54.65043845
4.001303868,6.906895395,97.22581197,90.99142268,13.03614073,43.2651301,52.78563156,54.36293066
3.92524488,6.906895395,97.66505841,90.60807897,13.37135512,43.56222148,52.51977187,54.37251426
3.931024438,6.972063827,98.12742308,90.41640711,13.70194586,43.667641,52.02272985,53.9029182
3.931024438,6.972063827,98.52043305,90.22473525,14.09495583,43.69639178,51.59504253,53.6441612
3.884787971,6.877186257,98.95967949,89.93722747,14.45328845,43.82097848,51.50719324,53.34706982
3.865137473,6.876227898,99.32957123,89.64971968,14.8046856,43.77306052,51.4540213,53.33748622
3.908368569,7.010398198,99.35268946,88.59552446,15.20463104,43.79222771,51.51412871,53.07872922
4.023497373,6.538885428,99.46828063,87.7330011,15.57914643,43.84972926,51.53031147,52.98289329
4.264851731,6.32133787,99.51451709,87.15798553,15.99296281,43.91681441,51.51644053,52.94455892
4.408184779,6.582969955,99.67634473,86.48713403,16.38597278,43.94556519,51.50488142,53.02122766
4.492566332,6.580094878,99.69946296,86.10379031,16.79054187,44.16598783,51.25520449,52.79122143
4.496958796,6.581053237,99.90752707,84.57041545,17.24597107,44.73141981,50.78590435,52.98289329
4.506437272,6.598303704,100,83.70789209,17.66903474,44.77933777,50.42525991,52.76247065
4.508980278,6.618429249,99.83817236,81.88700944,18.07822748,44.90392448,49.88660506,52.37912693
4.609082229,6.469883559,99.81505413,81.79117351,18.46430198,44.84642292,49.77563754,52.27370741
4.900834337,6.50917629,99.81505413,81.79117351,18.80876366,45.2872682,49.53520791,52.19703867
5.125543567,6.371172553,99.7919359,81.69533758,19.22489186,45.4118549,49.44735863,52.40787771
5.145194066,6.337629978,99.74569943,81.4078298,19.51618161,45.46935646,49.44042316,52.40787771
5.166231659,6.268628109,99.6532265,80.25779865,19.86526693,45.45977287,49.42424039,52.40787771
5.227263795,5.272892808,99.46828063,79.1077675,20.26983602,45.5556088,49.46354139,52.30245819
5.19212408,4.291532896,99.35268946,78.05357228,20.65591052,45.83353299,49.46816504,52.41746131
5.207150932,3.525803824,99.35268946,76.23268964,21.06279143,45.97728688,49.46585321,52.39829412
5.212236943,3.199003306,99.21398006,74.50764292,21.32865112,45.9581197,49.5236488,52.03411759
5.226339066,2.120849106,99.07527066,72.97426805,21.69391921,45.90061814,49.54676703,52.16828789
5.406661288,1.6713786,98.89032479,72.01590876,22.03838089,45.97728688,49.53520791,52.07245196
5.687316644,2.00872107,98.84408832,70.00335426,22.38053075,46.00603766,49.52133697,51.98619963
5.864402313,1.692462504,98.52043305,69.04499497,22.69031508,46.01562126,49.71090649,51.4878528
6.068305133,1.880300925,98.33548718,67.99079975,23.06483046,46.24562749,50.21257216,52.26412382
6.259955289,2.066222627,98.03495015,67.31994825,23.46246408,46.42771575,50.70730236,52.33120897
6.543847198,2.020221381,97.71129488,66.55326082,23.84391493,46.54271887,51.20203256,52.70496909
6.48466452,1.987637165,97.43387607,66.36158896,24.2461722,46.75355791,51.51875236,53.22248311
6.576212725,2.186975897,97.0408661,65.78657339,24.59525753,46.92606258,51.75687016,53.21289952
6.652040531,2.306770808,96.9715114,65.30739374,24.95590197,47.10815085,52.05509537,52.6953855
6.792599391,2.352772054,96.87903847,64.73237817,25.33041735,47.32857348,52.64229851,53.72082994
6.792599391,2.352772054,96.80968377,64.54070631,25.70493274,47.21357037,53.19713611,53.97000335
6.836292853,2.262686281,96.7634473,64.44487038,26.0378353,47.18481959,53.68955449,54.3150127
6.973152795,2.294312138,96.6247379,64.06152667,26.36611422,47.28065552,53.88605947,54.15209162
7.118797667,2.368105803,96.6247379,63.77401888,26.67358672,47.10815085,54.04788711,53.94125258
7.349055273,2.659447027,96.5553832,62.14480809,26.98568288,47.34774067,54.42009067,54.42043222
7.500017339,3.029373712,96.5553832,61.09061287,27.29084356,47.18481959,54.92869181,55.23503762
7.596420373,2.908620442,96.4860285,60.70726916,27.63761706,47.28065552,55.53207771,54.84211031
7.673635273,2.753366237,96.53226496,60.5155973,28.00288516,47.45316019,56.15858184,55.64713211
7.673635273,2.753366237,96.4860285,60.13225358,28.39820695,47.41482582,56.76196773,55.9346399
7.826215615,2.734199051,96.41667379,60.13225358,28.73342134,47.64483205,57.24513881,56.11672816
8.106177423,2.744741003,96.20860969,60.03641765,29.11024854,47.76941876,57.71675078,56.51923906
8.144553691,2.616320859,96.13925499,60.13225358,29.41540923,47.88442187,58.19298639,57.0080023
8.322332907,2.738032488,96.04678206,60.13225358,29.75987091,48.27734918,58.76631858,57.77468973
8.6522301,2.672864057,96.04678206,60.13225358,30.06503159,48.59360774,59.07610291,57.83219129
8.873240413,2.723657099,96.02366382,60.5155973,30.27309569,48.39235229,59.57545676,58.18678423
9.122917336,2.930662705,95.97742736,60.70726916,30.49271891,47.60649768,60.07249878,58.60846231
9.440793048,2.88466146,96.02366382,60.89894101,30.60831008,47.41482582,60.72443297,58.3592889
9.677754942,2.97858067,96.02366382,60.89894101,30.74470766,46.84939384,61.26539963,58.64679668
9.851141694,3.048540898,96.02366382,60.89894101,30.75164313,46.00603766,61.75319436,59.49973645
9.86362554,2.960371843,96.02366382,60.89894101,30.94814811,45.72811347,62.06297869,60.1130864
9.86362554,2.960371843,96.02366382,60.89894101,31.23712603,45.85270018,62.65480547,61.82854952
9.942458717,3.440509847,96.02366382,60.89894101,31.53303942,46.31271264,63.34835248,62.3939815
9.937603888,3.67914131,95.95430912,60.80310508,31.86363016,46.4948009,63.72749151,61.56979252
9.937603888,3.67914131,95.93119089,60.80310508,32.1641672,46.84939384,63.74829792,61.12894724
10.21479151,3.84110403,95.93119089,60.80310508,32.45545694,46.70563994,63.61190034,60.35267622
10.1886679,3.724184197,95.93119089,60.80310508,32.75137033,46.78230869,63.9841039,60.74560353
10.1625443,3.796061143,96.04678206,60.70726916,33.0842729,47.00273132,64.61985533,62.23106042
10.1625443,3.796061143,96.5553832,61.37812066,33.32932617,46.97398055,65.34576786,61.3206191
10.02452845,3.821936844,96.6247379,62.14480809,33.61830409,47.02189851,65.86823994,61.46437299
10.00325967,3.785519191,96.6247379,61.95313623,33.93040025,47.13690162,66.47162584,61.83813312
10.111453,3.695433418,96.6247379,61.76146437,34.24018458,47.1656524,66.91087227,62.1352245
10.23051191,3.321673295,96.6247379,61.56979252,34.53378614,47.39565863,67.41947341,62.04897216
10.41129649,3.19421151,96.6247379,61.56979252,34.84125865,47.4435766,68.00436472,61.90521827
10.57659186,3.346590637,96.57850143,61.8573003,35.13717204,47.61608127,68.55689051,62.23106042
10.62236597,3.405050553,96.57850143,61.8573003,35.50012831,47.69275001,69.22269563,61.84771671
10.88984393,3.59863913,96.57850143,61.76146437,35.80297717,48.05692654,69.76597412,62.11605731
10.93561803,3.916814414,96.57850143,61.76146437,36.16130979,48.00900858,70.22371515,62.1352245
10.9804674,4.314533519,96.57850143,61.76146437,36.49421235,47.97067421,70.67220888,62.56648618
10.96705883,4.47457952,96.60161966,61.66562844,36.84792132,48.16234606,71.08602526,63.36192439
10.96705883,4.47457952,96.57850143,61.66562844,37.20394212,48.35401792,71.57844363,62.07772294
10.96705883,4.47457952,96.5553832,61.66562844,37.54146833,48.44985385,72.22113053,63.16066893
11.1859885,5.405146389,96.53226496,62.62398773,37.86049995,48.55527337,72.74822625,63.40984235
11.11987035,5.854616896,96.85592023,63.77401888,38.18415523,48.6511093,73.28225745,63.41942594
11.08634891,6.436340984,96.80968377,63.96569074,38.49162773,48.85236475,73.53193437,63.48651109
11.03132752,6.985480857,96.80968377,63.86985481,38.8245303,49.11112176,73.96424534,63.94652355
11.07132206,7.491494561,96.80968377,63.86985481,39.13662645,49.16862332,74.61155588,64.2915329
11.12657464,8.211222387,96.80968377,63.86985481,39.47415266,49.36987877,75.20338266,64.57904068
11.15547243,8.757487182,96.80968377,63.96569074,39.79318428,49.52321625,75.82757497,64.75154535
11.11062306,9.448464229,96.80968377,64.06152667,40.0914095,49.68613733,76.40321898,64.78029613
11.11224134,9.954477934,96.78656553,64.1573626,40.33183912,50.05031386,76.98348665,65.31697733
11.07895108,10.41449039,96.78656553,64.06152667,40.63237616,50.19406776,77.59611984,65.59490153
11.11917681,10.90996214,96.60161966,65.21155781,40.91904226,50.57741147,78.15095744,65.46073123
11.01121466,11.44664335,96.23172793,65.69073746,41.23576206,50.57741147,78.70810687,65.89199291
10.99040824,11.54822943,95.86183619,65.78657339,41.52936362,50.58699506,79.37853564,66.22741866
10.99433834,11.55206287,95.37635328,65.97824524,41.85764254,50.69241459,79.52418052,66.3040874
10.9661341,12.07341032,94.93710685,66.1699171,42.20672787,50.73074896,79.48719134,66.313671
10.98301041,12.1587043,94.47474217,66.45742489,42.5165122,50.88408644,79.49412681,66.00699602
10.9504137,12.40596099,94.0123775,66.07408117,42.81242559,50.98950597,79.94030872,66.33283818
10.95087607,13.0154775,93.665604,66.1699171,43.17075821,51.09492549,80.45353351,66.50534285
10.91458044,13.35186161,93.24947579,66.55326082,43.50366077,51.2195122,81.15170416,66.5820116
10.89839768,13.44961426,92.83334759,67.12827639,43.81575693,51.41118405,81.67417624,67.15702717
10.89839768,13.44961426,92.44033762,67.31994825,44.10704667,51.58368872,81.89842311,67.2528631
10.89839768,13.44961426,92.02420941,67.60745604,44.41451918,51.6220231,82.30761584,67.42536777
10.89839768,13.44961426,91.88550001,67.89496382,44.75435721,51.76577699,82.62895929,67.54995448
10.89839768,13.44961426,91.51560828,68.08663568,45.00865778,52.00536681,83.11213037,67.64579041
10.82418815,13.53874167,91.40001711,68.4699794,45.30688299,52.14912071,83.60223692,68.22080598
10.70767225,13.69974603,91.1225983,68.75748718,45.63978556,52.16828789,84.14320359,68.50831377
10.62305951,13.73041353,90.9838889,68.94915904,45.88021518,51.81369495,84.72347125,69.44750587
10.41152768,13.41319661,90.5677607,69.04499497,46.18537587,51.54535435,85.02632011,70.27169486
10.21779688,13.23014998,90.38281483,69.8116824,46.45817102,51.60285591,85.49562025,71.50797834
10.06359826,13.01739422,90.15163249,70.77004169,46.82575094,51.7561934,85.73142623,73.0413532
9.966964044,12.69730222,90.12851426,72.59092434,46.70553612,51.57410513,85.80078093,73.37677895
9.968582321,12.6905937,90.19786896,74.1242992,47.12397615,51.14284345,85.77535088,73.28094303
9.94477054,12.75959557,90.38281483,75.56183813,47.49155607,51.83286214,85.77072723,73.34802818
9.963496309,12.76055393,90.3596966,75.75350999,47.8013404,52.4270449,85.76841541,73.53970003
9.961878033,12.75480378,90.3596966,75.84934592,48.07413555,52.75288706,85.76841541,73.53970003
9.961878033,12.92730845,90.33657836,75.84934592,48.36080165,53.5099909,85.77072723,73.50136566
9.984071537,12.75384542,89.87421369,76.04101778,48.66133868,53.92208539,85.79153364,73.48219848
9.941071623,12.65896785,89.43496725,75.94518185,49.10058512,53.7687479,85.83545828,73.48219848
9.93783507,12.95797595,88.97260258,76.04101778,49.40574581,53.44290575,85.84932922,73.4438641
9.93783507,12.95797595,88.48711968,76.42436149,49.42192857,53.3758206,85.99959774,73.48219848
9.89529752,13.20044085,87.97851854,76.42436149,49.39881034,53.3758206,86.06664062,73.587618
9.95170601,13.10939671,87.65486327,76.32852556,49.38725122,53.26081748,86.23771555,72.9167665
9.991700554,13.00397719,87.1924986,76.32852556,49.38725122,53.22248311,86.52206982,73.01260242
9.97944789,13.55982558,86.68389746,75.94518185,49.39881034,53.22248311,86.64922011,72.02549236
9.901308261,14.40318175,86.26776925,74.89098663,49.39881034,53.27040107,86.57061811,71.36422445
9.918184571,15.45162681,86.12905985,73.93262734,49.41961675,53.14581437,86.52669347,71.46964397
9.879114757,16.49623844,86.17529632,73.83679141,49.43348769,53.17456514,86.5498117,71.30672289
9.823862178,17.05017011,86.17529632,73.74095548,49.71784196,52.66663472,86.68620928,72.19799703
9.794039657,17.33480282,86.22153279,73.64511956,49.96058341,52.35037616,86.55443535,73.19469069
9.766991324,17.74402223,86.24465102,73.74095548,50.13397016,52.58038239,86.48739247,73.80804063
9.766991324,17.74402223,86.29088749,73.74095548,50.34896974,52.60913316,86.5105107,74.02846327
9.57557235,18.2414107,86.47583335,72.11174469,50.52466831,52.85830658,,
9.55684658,19.14035172,87.12314389,71.05754948,50.67493683,52.95414251,,
9.569099244,19.37994154,87.16938036,70.29086204,50.8506354,53.07872922,,
9.565862692,20.47055441,87.07690743,70.77004169,50.96391475,53.04997844,,
9.594760484,21.41453831,87.07690743,70.38669797,50.99165663,52.92539173,,
9.654867891,22.37673104,87.03067096,70.4825339,51.01477486,52.91580814,,
9.628513105,22.9402463,87.16938036,70.09919019,51.17429067,53.10747999,,
9.628513105,22.9402463,87.5392721,68.27830754,51.38004295,53.48124012,,
9.507142378,23.54592937,86.82260686,69.71584647,51.60428982,53.54832527,,
9.484255327,24.39695242,87.05378919,73.07010398,51.85859039,53.73999712,,
9.46969084,24.59245771,86.82260686,73.54928363,52.04584808,53.75916431,,
9.413513532,24.90392448,86.66077922,69.71584647,52.30246047,53.95083617,,
9.413513532,24.90392448,86.86884333,70.00335426,52.64229851,53.97958695,,
9.410508162,24.78029613,87.16938036,69.04499497,52.9682656,54.34376348,,
9.410508162,24.78029613,86.68389746,67.89496382,53.13702871,54.60252048,,
9.410508162,24.78029613,86.86884333,68.4699794,53.27111446,54.41084863,,
9.410508162,24.78029613,86.93819803,68.18247161,53.61557614,54.30542911,,
9.410508162,24.78029613,86.91507979,67.99079975,53.80052201,54.34376348,,
9.410508162,24.78029613,86.79948862,67.60745604,53.84444665,54.36293066,,
9.398024316,25.02755283,86.59142452,68.85332311,53.89299494,54.32459629,,
9.372825441,24.83204753,86.52206982,68.94915904,54.2050911,54.39168144,,
9.378373817,24.66241794,86.52206982,68.37414347,54.54955278,54.43959941,,
9.368664159,24.48895491,86.63766099,68.27830754,54.88014352,54.76544156,,
9.368664159,24.48895491,86.86884333,73.26177584,55.28240078,55.21587043,,
9.282201966,24.44774546,87.10002566,71.72840098,55.64766887,55.73338445,,
9.163143063,24.57712396,86.96131626,72.97426805,55.97363597,55.77171882,,
8.944906938,24.8023384,87.03067096,72.30341655,56.23718383,56.40423595,,
8.69176228,24.78412957,86.89196156,72.59092434,56.51691446,56.81633044,,
8.444397181,24.69212708,86.56830629,71.92007284,56.87524708,57.64051943,,
8.176688036,24.60204131,86.47583335,72.01590876,57.16884864,57.18050697,,
8.104559147,24.35670133,86.42959689,71.34505726,57.40696645,56.94091715,,
8.104559147,24.35670133,86.68389746,71.44089319,57.52255762,57.12300541,,
7.954521811,24.18132158,86.91507979,72.30341655,57.83003012,57.36259524,,
7.720565287,24.02894245,86.93819803,72.11174469,58.06583611,57.79385692,,
7.475743193,23.93310652,86.98443449,73.07010398,58.38024408,58.34012171,,
7.337496157,23.71076717,87.00755273,72.97426805,58.71083482,58.41679045,,
7.358764931,23.60726436,87.03067096,73.07010398,58.99287727,58.0813647,,
7.289641413,24.31165844,87.00755273,72.7825962,59.29803796,58.05261392,,
7.24178667,24.29344961,87.03067096,73.07010398,59.62631687,58.215535,,
7.120647126,24.27524079,86.93819803,73.07010398,59.96384308,58.59887872,,
7.031641926,24.307825,86.47583335,73.54928363,60.28749835,58.69471465,,
7.031641926,24.307825,86.42959689,72.01590876,60.59728268,58.26345297,,
6.726481243,24.09794432,86.42959689,71.92007284,60.88394878,58.24428578,,
6.444901158,23.90052231,86.56830629,74.02846327,61.10588382,58.43595764,,
6.214412369,23.75868513,86.52206982,73.64511956,61.39023809,58.83846854,,
6.230826315,23.75101826,86.29088749,74.60347884,61.64453866,59.40390052,,
6.230826315,23.75101826,86.54518806,73.93262734,62.00287128,59.72015909,,
6.171643637,23.63026499,86.61454276,73.16593991,62.3704512,60.34309263,,
6.171643637,23.63026499,86.56830629,73.4534477,62.70335376,60.33350903,,
6.049810546,23.52388711,86.59142452,72.97426805,63.07786915,59.92141454,,
5.79481643,23.51047008,86.54518806,73.74095548,63.41539536,59.98849969,,
5.524564279,23.46734391,86.56830629,74.31597106,63.69743781,60.46767933,,
5.297774408,23.44146821,86.59142452,74.50764292,63.9147492,60.1130864,,
5.211081032,23.40025876,86.68389746,73.35761177,63.94711473,59.95016532,,
5.020124422,23.42421774,86.82260686,73.74095548,63.93786744,59.72015909,,
4.981979337,23.45201016,86.77637039,73.93262734,63.94942655,59.73932627,,
4.995387912,23.40696727,86.54518806,73.74095548,64.11356601,59.74890987,,
4.889506403,23.31496478,,,64.36093111,60.39101059,,
4.564464038,23.23733768,,,64.63141444,61.30145191,,
4.368421418,23.01883176,,,64.95969336,61.76146437,,
4.147642287,22.61344578,,,65.30184322,61.77104797,,
4.140475635,22.65178015,,,65.44517626,62.14480809,,
4.03413176,22.37577268,,,65.76189607,62.91149552,,
3.964545877,22.39014807,,,66.1317878,63.26608846,,
3.937266361,22.23201878,,,66.46006672,63.62068139,,
3.719723783,22.29143706,,,66.9131841,63.44817672,,
3.548880037,22.44189947,,,67.14205461,62.61440414,,
3.501487658,22.40548182,,,67.48189264,61.72313,,
3.441611433,22.33168815,,,67.74081686,61.5889597,,
3.261751576,22.32977143,,,67.91651543,61.70396282,,
3.058311121,22.07005606,,,68.11302042,62.17355887,,
3.058542303,22.07101442,,,68.39506287,62.0010542,,
2.918908172,21.92055202,,,68.79732013,61.4547894,,
2.782279412,21.91767694,,,69.13715817,60.88935742,,
2.602188372,21.92151037,,,69.38914691,60.44851215,,
2.493995039,21.93301069,,,69.57178096,60.63060041,,
2.493995039,21.93301069,,,69.79833965,61.47395659,,
2.368000666,21.60812689,,,70.12199492,61.9914706,,
2.195307461,21.53145814,,,70.3971019,62.45148306,,
1.998340111,21.51516604,,,70.75774634,63.05524941,,
1.947711179,21.56020892,,,71.11607896,63.23733768,,
1.947711179,21.56020892,,,71.43742241,63.0744166,,
1.777098615,21.6665868,,,71.71715304,62.88274474,,
1.564179684,21.48162346,,,72.03156101,62.51856821,,
1.339239271,21.50366572,,,72.3367217,62.59523695,,
1.161691238,21.36087019,,,72.54940944,62.83482678,,
1.043325882,21.39728784,,,72.9008066,63.05524941,,
0.9309712664,21.28132637,,,73.24295645,63.4769275,,
0.8519069075,21.26215918,,,73.44177326,63.54401265,,
0.8465897138,21.22286645,,,73.71688024,63.44817672,,
0.8373424204,21.19890747,,,73.90644976,63.77401888,,
0.7474124917,21.0733624,,,74.20005132,64.39695242,,
0.5673214521,20.93248359,,,74.55607212,64.54070631,,
0.4783162528,20.91523312,,,74.90978109,64.25319852,,
0.4783162528,20.91523312,,,75.1085979,64.46403757,,
0.4783162528,20.91523312,,,75.38370488,64.03277589,,
0.3370638456,20.8098136,,,75.66343551,64.65570943,,
0.1856394157,20.861565,,,76.05644548,65.44156404,,
0.1856394157,20.87210695,,,76.13504747,65.33614452,,
0.1262255554,20.92098328,,,76.51187468,65.6332359,,
0.1248384614,20.91235804,,,76.84477724,65.26905937,,
0.1248384614,20.91235804,,,77.23316357,65.86324213,,
