x4,y4
86.49432794,73.67387033
86.15217808,73.43428051
86.11750073,73.43428051
86.11750073,73.43428051
86.11750073,73.43428051
86.14293079,73.24260865
86.18916726,73.08927117
86.04814603,73.01260242
85.86782381,72.70592745
85.70137253,72.21716421
85.51411484,72.00632517
85.12572851,70.52086827
84.73734219,69.74459725
84.32121398,69.04499497
84.19868735,68.08663568
83.57911869,69.64876132
83.44272111,69.66792851
83.34100088,69.33250276
83.27164618,69.09291293
83.19304419,69.11208012
82.61508835,68.73832
81.99089604,68.22080598
81.57707966,67.87579664
81.01993023,67.32953184
80.72401684,67.14744358
80.41192069,67.10910921
79.83396485,66.67784753
79.45482582,66.4478413
78.97627838,66.37117255
78.43299989,65.70990464
77.8203667,65.51823279
77.52907696,65.48948201
77.00660488,66.25616944
76.91182012,66.02616321
76.95112112,65.88240932
76.69682055,65.64281949
76.21596129,65.47031482
75.72123109,65.07738751
75.1871999,65.06780392
74.76413622,65.10613829
74.3063952,64.83779769
73.82784776,64.72279458
73.78161129,64.83779769
73.79317041,64.86654847
73.55505261,64.80904691
73.24064463,64.32986727
72.73435531,64.32028367
72.35983993,63.54401265
71.86973338,62.83482678
71.3865623,63.26608846
70.92650945,62.71024007
70.45258566,62.65273851
70.07807027,63.17983612
69.64807113,61.79021515
69.21344834,61.10019646
68.8435566,61.13853084
68.39275105,61.08102928
67.96506373,60.1130864
67.47958082,60.03641765
67.11662455,61.30145191
66.88544222,60.87019023
66.46700219,61.25353395
65.96533652,60.9181082
65.50528367,61.06186209
65.10996188,61.02352772
64.61985533,60.53476448
64.17598524,60.76477071
63.75754521,59.92141454
63.26281501,59.33681537
62.82819222,59.34639897
62.34039749,59.13555992
61.9057747,58.79055058
61.39254992,58.67554746
60.91169066,58.23470219
60.44007869,58.31137093
59.96384308,57.89927644
59.42750006,57.91844362
58.93045804,57.28592649
58.39873867,56.89299919
57.94099764,56.73007811
57.70519166,56.4713211
57.7190626,56.53840625
57.25438611,56.35631798
56.64637656,56.50007188
56.15627001,56.61507499
55.66385164,55.91547271
55.19686332,55.57046337
54.78304694,55.36920792
54.4131552,54.93794624
54.44552073,54.86127749
54.04095164,54.77502516
53.59245791,54.69835641
53.31735093,54.65043845
52.78563156,54.36293066
52.51977187,54.37251426
52.02272985,53.9029182
51.59504253,53.6441612
51.50719324,53.34706982
51.4540213,53.33748622
51.51412871,53.07872922
51.53031147,52.98289329
51.51644053,52.94455892
51.50488142,53.02122766
51.25520449,52.79122143
50.78590435,52.98289329
50.42525991,52.76247065
49.88660506,52.37912693
49.77563754,52.27370741
49.53520791,52.19703867
49.44735863,52.40787771
49.44042316,52.40787771
49.42424039,52.40787771
49.46354139,52.30245819
49.46816504,52.41746131
49.46585321,52.39829412
49.5236488,52.03411759
49.54676703,52.16828789
49.53520791,52.07245196
49.52133697,51.98619963
49.71090649,51.4878528
50.21257216,52.26412382
50.70730236,52.33120897
51.20203256,52.70496909
51.51875236,53.22248311
51.75687016,53.21289952
52.05509537,52.6953855
52.64229851,53.72082994
53.19713611,53.97000335
53.68955449,54.3150127
53.88605947,54.15209162
54.04788711,53.94125258
54.42009067,54.42043222
54.92869181,55.23503762
55.53207771,54.84211031
56.15858184,55.64713211
56.76196773,55.9346399
57.24513881,56.11672816
57.71675078,56.51923906
58.19298639,57.0080023
58.76631858,57.77468973
59.07610291,57.83219129
59.57545676,58.18678423
60.07249878,58.60846231
60.72443297,58.3592889
61.26539963,58.64679668
61.75319436,59.49973645
62.06297869,60.1130864
62.65480547,61.82854952
63.34835248,62.3939815
63.72749151,61.56979252
63.74829792,61.12894724
63.61190034,60.35267622
63.9841039,60.74560353
64.61985533,62.23106042
65.34576786,61.3206191
65.86823994,61.46437299
66.47162584,61.83813312
66.91087227,62.1352245
67.41947341,62.04897216
68.00436472,61.90521827
68.55689051,62.23106042
69.22269563,61.84771671
69.76597412,62.11605731
70.22371515,62.1352245
70.67220888,62.56648618
71.08602526,63.36192439
71.57844363,62.07772294
72.22113053,63.16066893
72.74822625,63.40984235
73.28225745,63.41942594
73.53193437,63.48651109
73.96424534,63.94652355
74.61155588,64.2915329
75.20338266,64.57904068
75.82757497,64.75154535
76.40321898,64.78029613
76.98348665,65.31697733
77.59611984,65.59490153
78.15095744,65.46073123
78.70810687,65.89199291
79.37853564,66.22741866
79.52418052,66.3040874
79.48719134,66.313671
79.49412681,66.00699602
79.94030872,66.33283818
80.45353351,66.50534285
81.15170416,66.5820116
81.67417624,67.15702717
81.89842311,67.2528631
82.30761584,67.42536777
82.62895929,67.54995448
83.11213037,67.64579041
83.60223692,68.22080598
84.14320359,68.50831377
84.72347125,69.44750587
85.02632011,70.27169486
85.49562025,71.50797834
85.73142623,73.0413532
85.80078093,73.37677895
85.77535088,73.28094303
85.77072723,73.34802818
85.76841541,73.53970003
85.76841541,73.53970003
85.77072723,73.50136566
85.79153364,73.48219848
85.83545828,73.48219848
85.84932922,73.4438641
85.99959774,73.48219848
86.06664062,73.587618
86.23771555,72.9167665
86.52206982,73.01260242
86.64922011,72.02549236
86.57061811,71.36422445
86.52669347,71.46964397
86.5498117,71.30672289
86.68620928,72.19799703
86.55443535,73.19469069
86.48739247,73.80804063
86.5105107,74.02846327
