x2,y2
86.56830629,71.05754948
86.52206982,68.4699794
86.15217808,73.64511956
86.12905985,73.26177584
86.01346868,73.74095548
86.05970515,74.89098663
85.96723222,75.84934592
85.71293165,76.23268964
85.64357695,76.80770521
85.55110401,76.90354114
85.36615814,77.19104892
85.29680344,77.67022857
85.15809404,78.34108007
85.08873934,79.20360343
84.88067524,80.06612679
84.90379347,80.06612679
84.60325643,80.44947051
84.39519233,80.44947051
84.25648293,80.64114236
84.2333647,81.21615794
84.2333647,81.21615794
84.2333647,81.21615794
84.27960116,81.12032201
84.3027194,81.02448608
84.3027194,81.02448608
84.18712823,81.21615794
83.84035473,82.0786813
83.88659119,82.46202501
83.86347296,83.03704059
84.02530059,84.0912358
84.16401,85.7204466
84.25648293,86.87047774
84.3027194,87.25382146
84.3027194,87.63716517
84.3027194,87.63716517
84.46454703,88.78719632
84.4414288,89.07470411
84.4414288,89.26637596
84.4414288,89.26637596
84.4414288,89.26637596
84.41831057,89.26637596
84.39519233,89.26637596
84.3720741,89.26637596
84.39519233,90.32057118
84.4414288,90.51224304
84.41831057,90.7039149
84.32583763,92.14145383
84.53390173,93.38732091
84.74196584,93.77066462
84.74196584,94.15400834
84.83443877,95.20820356
84.9269117,96.26239877
85.08873934,96.93325028
85.20433051,98.17911735
85.06562111,99.13747664
85.29680344,99.80832814
85.52798578,99.80832814
85.64357695,99.90416407
85.80540458,100
86.12905985,99.90416407
86.38336042,99.80832814
86.73013392,99.42498443
87.03067096,99.23331257
87.331208,99.3291485
87.65486327,98.84996885
88.024755,98.56246107
88.32529204,98.56246107
88.64894731,98.27495328
88.92636611,97.69993771
89.20378492,97.41242992
89.55055842,97.12492213
89.92045016,96.74157842
90.2903419,96.26239877
90.54464246,95.78321913
90.82206127,95.78321913
90.9838889,95.78321913
91.42313534,95.97489099
91.67743591,95.87905506
91.93173648,95.59154727
92.30162822,94.92069577
92.69463819,94.63318798
92.97205699,94.05817241
93.31883049,93.77066462
93.665604,93.77066462
94.0123775,93.48315684
94.35915101,93.38732091
94.61345158,93.09981312
95.14517095,92.81230533
95.46882622,92.62063348
95.79248149,92.33312569
96.13925499,91.85394604
96.5553832,91.75811012
96.832802,91.47060233
