x1 (long),y1 (lat)
11.11987035,5.854616896
11.08634891,6.436340984
11.03132752,6.985480857
11.07132206,7.491494561
11.12657464,8.211222387
11.15547243,8.757487182
11.11062306,9.448464229
11.11224134,9.954477934
11.07895108,10.41449039
11.11917681,10.90996214
11.01121466,11.44664335
10.99040824,11.54822943
10.99433834,11.55206287
10.9661341,12.07341032
10.98301041,12.1587043
10.9504137,12.40596099
10.95087607,13.0154775
10.91458044,13.35186161
10.89839768,13.44961426
10.89839768,13.44961426
10.89839768,13.44961426
10.89839768,13.44961426
10.89839768,13.44961426
10.82418815,13.53874167
10.70767225,13.69974603
10.62305951,13.73041353
10.41152768,13.41319661
10.21779688,13.23014998
10.06359826,13.01739422
9.966964044,12.69730222
9.968582321,12.6905937
9.94477054,12.75959557
9.963496309,12.76055393
9.961878033,12.75480378
9.961878033,12.92730845
9.984071537,12.75384542
9.941071623,12.65896785
9.93783507,12.95797595
9.93783507,12.95797595
9.89529752,13.20044085
9.95170601,13.10939671
9.991700554,13.00397719
9.97944789,13.55982558
9.901308261,14.40318175
9.918184571,15.45162681
9.879114757,16.49623844
9.823862178,17.05017011
9.794039657,17.33480282
9.766991324,17.74402223
9.766991324,17.74402223
9.57557235,18.2414107
9.55684658,19.14035172
9.569099244,19.37994154
9.565862692,20.47055441
9.594760484,21.41453831
9.654867891,22.37673104
9.628513105,22.9402463
9.628513105,22.9402463
9.507142378,23.54592937
9.484255327,24.39695242
9.46969084,24.59245771
9.413513532,24.90392448
9.413513532,24.90392448
9.410508162,24.78029613
9.410508162,24.78029613
9.410508162,24.78029613
9.410508162,24.78029613
9.410508162,24.78029613
9.410508162,24.78029613
9.398024316,25.02755283
9.372825441,24.83204753
9.378373817,24.66241794
9.368664159,24.48895491
9.368664159,24.48895491
9.282201966,24.44774546
9.163143063,24.57712396
8.944906938,24.8023384
8.69176228,24.78412957
8.444397181,24.69212708
8.176688036,24.60204131
8.104559147,24.35670133
8.104559147,24.35670133
7.954521811,24.18132158
7.720565287,24.02894245
7.475743193,23.93310652
7.337496157,23.71076717
7.358764931,23.60726436
7.289641413,24.31165844
7.24178667,24.29344961
7.120647126,24.27524079
7.031641926,24.307825
7.031641926,24.307825
6.726481243,24.09794432
6.444901158,23.90052231
6.214412369,23.75868513
6.230826315,23.75101826
6.230826315,23.75101826
6.171643637,23.63026499
6.171643637,23.63026499
6.049810546,23.52388711
5.79481643,23.51047008
5.524564279,23.46734391
5.297774408,23.44146821
5.211081032,23.40025876
5.020124422,23.42421774
4.981979337,23.45201016
4.995387912,23.40696727
4.889506403,23.31496478
4.564464038,23.23733768
4.368421418,23.01883176
4.147642287,22.61344578
4.140475635,22.65178015
4.03413176,22.37577268
3.964545877,22.39014807
3.937266361,22.23201878
3.719723783,22.29143706
3.548880037,22.44189947
3.501487658,22.40548182
3.441611433,22.33168815
3.261751576,22.32977143
3.058311121,22.07005606
3.058542303,22.07101442
2.918908172,21.92055202
2.782279412,21.91767694
2.602188372,21.92151037
2.493995039,21.93301069
2.493995039,21.93301069
2.368000666,21.60812689
2.195307461,21.53145814
1.998340111,21.51516604
1.947711179,21.56020892
1.947711179,21.56020892
1.777098615,21.6665868
1.564179684,21.48162346
1.339239271,21.50366572
1.161691238,21.36087019
1.043325882,21.39728784
0.9309712664,21.28132637
0.8519069075,21.26215918
0.8465897138,21.22286645
0.8373424204,21.19890747
0.7474124917,21.0733624
0.5673214521,20.93248359
0.4783162528,20.91523312
0.4783162528,20.91523312
0.4783162528,20.91523312
0.3370638456,20.8098136
0.1856394157,20.861565
0.1856394157,20.87210695
0.1262255554,20.92098328
0.1248384614,20.91235804
0.1248384614,20.91235804
0.1248384614,20.91235804
0.1248384614,20.91235804
0.1738491166,21.09827975
0.1738491166,21.09827975
0.1738491166,21.09827975
0.1738491166,21.09827975
0.1738491166,21.09827975
0.1738491166,21.09827975
0.07652135318,20.70343572
0.1195212676,20.92673343
0.1107363389,21.01681921
0.08877401697,21.05132014
0.2249404128,20.9957353
0.2656285039,21.16153146
0.2716392446,21.43466386
0.2704833329,21.20944942
0.2575371221,21.09540467
0.2575371221,21.09540467
0.2603113102,21.18836552
0.2328006122,21.15003115
0.2910585608,21.17303177
0.2110694726,21.03215295
0.1967361678,20.81939719
0.1967361678,20.81939719
0.1567416237,20.69385213
0.2334941592,20.79352149
0.2256339598,21.14332263
0.1176718089,21.22190809
0.119058903,20.97656812
0.08923638165,20.85485649
0.06819878909,20.84623125
0.06819878909,20.78968805
0.07305361812,20.76381235
0.09686539871,20.83856438
0.1033385041,20.85198141
0.1033385041,20.85198141
0.1033385041,20.75997892
0.08923638165,20.80310508
0.08484391727,20.82514735
0.08715574062,20.92098328
0.06727405974,21.11457185
0.04276873215,21.21615794
0.04877947289,21.29761848
0.05941386033,21.30145191
0.030978433,21.36278691
0.01248384615,21.42699698
0,21.30720207
0.01572039886,21.22765825
0.01641394585,21.2334084
0.01641394585,21.2334084
0.01641394585,21.2334084
0.05086011388,21.15290622
0.02797306265,21.20369927
0.04068809112,21.20369927
0.06241923068,21.26503426
0.07420952979,21.26120082
0.06403750703,21.25449231
0.02196232191,21.14332263
0.01225266383,21.11073842
0.06265041303,21.16153146
0.06542460106,21.13565576
0.06542460106,21.13565576
0.06542460106,21.13565576
0.09894603974,20.98806843
0.0890051993,21.08198764
0.0566396723,21.16919833
0.06288159536,21.1299056
0.08068263521,21.13757248
0.08183854688,21.1653649
0.06681169506,21.22957497
0.06658051274,21.23053333
0.08022027053,21.2334084
0.1125857976,21.12607216
0.1726932049,21.10211318
0.3782143014,21.64166946
0.561079529,21.86305046
0.7820898421,21.98188701
0.964492705,22.03459677
1.179261095,22.16780871
1.403739143,22.13714121
1.652953701,22.14289137
1.85570061,22.09018161
2.08341521,22.09593176
2.322226563,22.26172792
2.558263728,22.20135129
2.77418803,22.1821841
2.992424155,22.2128516
3.156332431,22.32689635
3.327407359,22.39302314
3.613842274,22.49652595
3.88663743,22.27802003
3.996217857,21.61771048
4.004309239,20.69097705
4.020954367,19.778619
4.008932885,18.90459533
3.997142586,18.0085294
4.011707074,17.06933729
4.046384424,16.13206191
4.094932714,15.31745651
4.073432757,14.36772246
4.077131675,13.51094925
4.091464979,12.65705113
4.104180008,11.82615363
4.152034751,10.96458862
4.174228256,10.23719392
4.224857187,9.403421343
4.194109936,8.51789736
4.247975421,7.80296133
4.26277109,6.907853754
4.275023754,6.075997892
4.005233968,5.740572141
3.760411874,5.442522402
3.641352972,5.297810149
3.67880451,5.347644832
3.172284012,4.187071733
3.409939453,3.262255019
3.21759575,3.520053668
2.931854383,3.403133835
2.517806819,3.092625425
2.736505309,3.764435287
2.570747574,3.636015142
2.616984041,3.34179884
2.578145409,2.838660214
2.552252987,2.246394173
2.715005352,1.798840385
3.228692502,3.586180459
3.295966562,3.741434664
3.241869895,3.225837366
3.394912602,3.750059897
3.346826676,3.354257511
3.564831618,2.977622311
3.640659424,3.138626671
3.592342316,3.031290431
3.584713299,2.956538406
3.516052145,2.982414107
3.475826419,2.980497389
